"","Depth","Age.025","Age.med","Age.975"
"119",11.9,189.674512053842,338.621469406879,719.975557114418
"120",12,190.462833581358,342.538276177315,732.915039239771
"121",12.1,191.617035078073,346.280800516935,743.23341216292
"122",12.2,193.497641631616,350.315978853532,755.312281448809
"123",12.3,195.48872180669,354.549053699026,768.360640601655
"124",12.4,197.511154645091,358.770734687267,781.324379072945
"125",12.5,199.06164631522,362.949704071922,796.10561485988
"126",12.6,200.461884706291,367.190874760747,811.183149212492
"127",12.7,201.566525356759,371.036487611739,821.808782055693
"128",12.8,203.565101027969,375.138798546384,832.50404871258
"129",12.9,205.018123871893,379.40020944165,848.024599741027
"130",13,206.550295652916,383.7604005929,860.303898147897
"131",13.1,208.16648338184,387.980286628655,872.1818290194
"132",13.2,209.910230769243,392.294455433646,882.463434418305
"133",13.3,212.26939242387,396.671790312809,894.339144217416
"134",13.4,214.403765702156,400.802703419563,903.986475229342
"135",13.5,215.577331206954,405.04311883019,913.059226804495
"136",13.6,216.782584598332,408.76996592765,927.470497788699
"137",13.7,218.425154927279,412.938714227677,944.518670446957
"138",13.8,220.169486552895,416.767081639271,957.961624684291
"139",13.9,221.575677909834,420.930384042183,972.35161090024
"140",14,223.292360660798,424.957084775378,988.683284674776
"141",14.1,225.069115795637,429.009456948065,1001.4647148439
"142",14.2,226.206801876118,432.945947595911,1015.32108750465
"143",14.3,228.223607512271,436.601473761366,1024.88418532585
"144",14.4,230.020309011504,441.131407724637,1035.00263547767
"145",14.5,231.512754271115,445.138323923273,1049.92510994942
"146",14.6,232.83588149467,449.567383272491,1065.26141669108
"147",14.7,234.3415235291,454.840319483687,1080.97079340336
"148",14.8,235.480466159005,458.78203890732,1095.66955340821
"149",14.9,236.64020309945,462.623423876867,1111.16062762343
"150",15,237.787769913682,467.80952261806,1126.77602789654
"151",15.1,238.965022574306,471.710364681612,1144.83700140549
"152",15.2,240.234154322029,475.390334062452,1164.09116407943
"153",15.3,242.026773443368,479.799516396206,1177.4928902925
"154",15.4,243.35906150332,483.888839657967,1192.68411178076
"155",15.5,245.186240146826,488.19636978751,1209.44447818586
"156",15.6,246.525872144964,493.039158091137,1222.23406762054
"157",15.7,248.132877002406,498.292493960892,1245.01026295572
"158",15.8,250.450187184754,502.612163999328,1262.17830725585
"159",15.9,252.608766324592,506.865067427569,1282.01522468489
"160",16,254.581028636182,510.847740495546,1303.62950585635
"161",16.1,256.611166626632,515.786713839084,1316.67919816613
"162",16.2,258.26093314627,520.136830969216,1335.86249241266
"163",16.3,259.575689659061,525.845946282122,1356.14692825309
"164",16.4,260.823992190858,531.050505480486,1386.45674420407
"165",16.5,262.096646063853,535.832773958564,1394.65342977023
"166",16.6,263.400745556198,540.427592859378,1406.0456337493
"167",16.7,264.701545235048,544.298776865661,1426.34309834088
"168",16.8,265.97636896945,548.576990949178,1448.34692365274
"169",16.9,267.274367115387,552.64402020236,1461.22047751205
"170",17,268.675826184145,556.937059938647,1483.16404287191
"171",17.1,270.124231866376,561.467385161904,1498.81547499847
"172",17.2,271.356577371905,566.427556630734,1518.6001947069
"173",17.3,273.321466213421,571.448523401149,1546.02831099808
"174",17.4,274.902787176872,576.781753107465,1569.74381487162
"175",17.5,276.600944969539,581.889123420571,1590.06005315017
"176",17.6,278.427745155863,586.859987835484,1605.80598142883
"177",17.7,279.612937864515,592.007554113704,1633.20577847283
"178",17.8,280.772907716779,597.542734673291,1649.42879122913
"179",17.9,281.944969731405,602.213657396392,1662.61110487222
"180",18,283.13873698591,606.154125912921,1674.50839115787
"181",18.1,284.386282394862,611.507146134526,1685.43965067503
"182",18.2,285.380791336552,616.441027899814,1701.64636468975
"183",18.3,286.400339243482,621.124792871245,1722.23608309273
"184",18.4,287.436161876657,625.946382964998,1740.96405668599
"185",18.5,289.113571995605,630.837873355457,1772.53410188302
"186",18.6,290.872618258183,635.25427524292,1793.85303993434
"187",18.7,292.654030138939,639.806877815273,1815.94829621246
"188",18.8,294.49112853021,645.086161419883,1835.06086095168
"189",18.9,296.222008103877,650.089826459623,1852.06958728841
"190",19,297.336837919466,655.126113565571,1867.98011466552
"191",19.1,299.757151405981,659.341635559677,1887.38970747543
"192",19.2,300.908319422737,663.996382933296,1908.43681164905
"193",19.3,301.765338390176,668.796933142623,1922.38373328966
"194",19.4,303.23312549283,673.902680402206,1937.89008044924
"195",19.5,304.730574417193,678.466798250739,1953.66200972064
"196",19.6,306.293606055687,683.257173224076,1972.55746686555
"197",19.7,307.870005363166,689.539758816068,1992.27065971172
"198",19.8,309.407896858492,694.280626363251,2017.73459356387
"199",19.9,310.983900086573,698.852361978891,2044.13714408138
"200",20,312.618967787494,704.182734438692,2062.36540162816
"201",20.1,314.313502236071,710.208311537385,2093.62233636467
"202",20.2,316.070858531438,714.765455495872,2122.89394146268
"203",20.3,317.701118498674,719.887315914508,2145.77117414932
"204",20.4,318.356466365973,724.948823498635,2172.28722665053
"205",20.5,319.036265794308,730.701242613733,2201.66835659064
"206",20.6,319.734354116575,735.301763356131,2231.10003637712
"207",20.7,321.270180553548,739.339427097259,2254.46233457348
"208",20.8,322.754697027646,744.353177993785,2281.52725076826
"209",20.9,324.195781059397,750.181505147197,2303.13304573588
"210",21,325.543634063043,755.107491497488,2321.92556944908
"211",21.1,327.00699519596,759.676385377043,2347.01979087386
"212",21.2,328.470299277344,765.898510510416,2367.90353663555
"213",21.3,329.446181858498,770.232849304671,2387.53291502565
"214",21.4,330.510858661789,774.945781288191,2406.2905990032
"215",21.5,331.461731282557,779.732981907074,2424.29297066142
"216",21.6,332.427538937141,784.713360079817,2446.17595865755
"217",21.7,333.491991246098,789.417141356985,2468.55989505073
"218",21.8,334.670132145808,795.720086301672,2484.8139943083
"219",21.9,336.538962564304,801.622344863602,2507.86885758788
"220",22,337.988878389512,806.451439302839,2535.67680436242
"221",22.1,339.148308346815,813.851649071847,2560.85427917973
"222",22.2,341.143601580316,818.219681021507,2585.38179768651
"223",22.3,342.138437334206,824.346324988987,2601.67717459575
"224",22.4,343.234007505938,829.226174178139,2626.42622534919
"225",22.5,344.322558604445,833.530747355261,2659.22444423878
"226",22.6,345.76558125148,839.377728190599,2682.95626908429
"227",22.7,347.42077394669,845.047410485191,2739.52616177039
"228",22.8,348.9321409244,850.641873977529,2768.40998814385
"229",22.9,349.695944603516,856.799972992384,2798.72589159307
"230",23,350.808263375194,862.352340651728,2840.71473877661
"231",23.1,352.129142658688,868.827157819624,2876.74338833535
"232",23.2,353.234805425017,874.453889762545,2896.74428882716
"233",23.3,354.241885370866,880.572021368001,2943.23728730817
"234",23.4,355.23848534645,887.342562480679,2982.14249679668
"235",23.5,356.236264592112,892.756479411482,3003.50364345273
"236",23.6,357.176180859277,898.793821695331,3035.99671599047
"237",23.7,358.162849595079,903.425541530801,3058.99428320874
"238",23.8,359.285911675843,908.047149037479,3075.65018321812
"239",23.9,360.595413150056,912.775110363906,3111.80577157471
"240",24,362.296343215923,917.424322102294,3154.70359561722
"241",24.1,365.064341546545,920.987770032492,3186.41042766293
"242",24.2,366.085486599671,925.885416857152,3208.21370270988
"243",24.3,368.061326744714,931.78765295696,3230.47437622733
"244",24.4,370.365364859997,936.982333283816,3252.81251270429
"245",24.5,372.111293801446,942.149435604343,3274.01358098977
"246",24.6,373.754647601202,946.420161816522,3304.89634060757
"247",24.7,375.533496609148,951.016948039427,3316.93872849232
"248",24.8,377.294462246274,956.705774587603,3336.86618667381
"249",24.9,378.604832172101,961.419710386982,3363.39299588852
"250",25,379.732069865194,967.132540956155,3398.66022544514
"251",25.1,380.775316706345,972.176781155725,3423.34478369812
"252",25.2,381.799556433868,976.961099897486,3467.73010527209
"253",25.3,382.571484069684,981.52116107848,3514.00240236917
"254",25.4,383.850344075215,986.360899436211,3591.60344681457
"255",25.5,386.001687549225,991.448943029345,3622.03048242997
"256",25.6,387.872002094351,996.126738078936,3631.05173445754
"257",25.7,390.028276675161,1001.56264649309,3638.60358096389
"258",25.8,392.743349112548,1007.6048488901,3675.60129804691
"259",25.9,395.101931999613,1013.32512714613,3693.76336171041
"260",26,395.828747184841,1020.26422263876,3736.50844003311
"261",26.1,396.909216991575,1026.72237662194,3774.12097614915
"262",26.2,399.050019244661,1031.14098409174,3807.60729690639
"263",26.3,400.419150262563,1036.87743492752,3845.66240399147
"264",26.4,401.742352715254,1041.75495891424,3886.53350084563
"265",26.5,403.119294722973,1046.45063345655,3933.61063268065
"266",26.6,404.041050567373,1052.14698881746,3978.64536502578
"267",26.7,405.625828004728,1058.64798395706,4011.68231234036
"268",26.8,407.443807060125,1064.36720886434,4044.85276158119
"269",26.9,410.059704058317,1068.84997665957,4093.57882872414
"270",27,410.888053840549,1075.06139540994,4148.23825516892
"271",27.1,411.723054524282,1080.45518604361,4195.84205841282
"272",27.2,413.022563746938,1086.45689989313,4244.22253832898
"273",27.3,414.330005869889,1092.73374434473,4297.82019966673
"274",27.4,415.643983075883,1099.00783811071,4346.8870436299
"275",27.5,416.97058987259,1104.98602160355,4388.94405868295
"276",27.6,418.024732498578,1111.51145229389,4426.46017285485
"277",27.7,418.713171016964,1118.34005252615,4450.5317046206
"278",27.8,420.694581551548,1124.94831853672,4468.51029629984
"279",27.9,422.34926914441,1131.55308341795,4513.62322271275
"280",28,423.7618456085,1136.5364431071,4558.82293936737
"281",28.1,425.175099168727,1141.93727216335,4606.86666238253
"282",28.2,426.126498046921,1148.46793619292,4636.2231698119
"283",28.3,426.949759924204,1153.95885299435,4665.08083907658
"284",28.4,427.840363108423,1160.10941667119,4697.87710508625
"285",28.5,428.680683084245,1165.42340992944,4729.31829010461
"286",28.6,429.513051073854,1172.110348137,4767.47095061379
"287",28.7,430.38562676026,1180.01574310848,4798.2575945528
"288",28.8,432.421566720615,1186.40646064538,4829.64790242105
"289",28.9,434.528911588265,1194.89810787391,4876.91949793429
"290",29,436.564206232478,1202.05048386624,4928.50647611908
"291",29.1,438.100702386235,1210.30921656896,4954.1865547453
"292",29.2,439.499318284183,1215.77593396268,4981.82472938763
"293",29.3,440.959189915657,1220.8517558381,5010.70154539046
"294",29.4,441.945200854836,1230.09243290035,5042.48765143868
"295",29.5,442.825553078589,1234.77604639276,5074.29177243311
"296",29.6,443.657196924837,1240.07960128499,5108.04078117029
"297",29.7,444.458229614559,1245.93354618245,5218.14767104079
"298",29.8,445.9936235379,1253.04612260493,5264.89490986038
"299",29.9,446.637592174062,1260.88950967979,5313.5466530425
"300",30,447.2072354497,1266.38062648167,5347.97347117084
"301",30.1,448.696748787248,1270.55786558887,5381.60763521487
"302",30.2,451.584683625157,1275.39608576891,5449.83561756476
"303",30.3,452.505055166914,1282.46226755312,5508.85742748463
"304",30.4,453.50466900517,1287.4572273628,5576.250739126
"305",30.5,455.465480944898,1294.71688630472,5622.56940251582
"306",30.6,457.547084634443,1301.22496034487,5668.27805082908
"307",30.7,459.670570916647,1306.61105824513,5729.80310781538
"308",30.8,460.926777345828,1311.91854582647,5780.86249754477
"309",30.9,462.28266668864,1318.52708037417,5806.1322629667
"310",31,463.869325948979,1325.58237639847,5905.71918269811
"311",31.1,464.981892419377,1331.6914820088,6010.21971085436
"312",31.2,466.696134236029,1339.06817295558,6053.91577045696
"313",31.3,468.380769944782,1343.72402994179,6099.87782337384
"314",31.4,470.056008134834,1348.85165710381,6146.40759586986
"315",31.5,471.778389834307,1354.3471401456,6192.52044693498
"316",31.6,473.60995699521,1360.81026490233,6237.80904841052
"317",31.7,475.178413362825,1366.12446601638,6264.01426299605
"318",31.8,476.236157205314,1371.86261637558,6304.85789398951
"319",31.9,477.190949012626,1377.4167002182,6338.68378989808
"320",32,478.139050000771,1383.69131832025,6376.1095653949
